isolate,species_final,st,species_st,species_clean,year,acc_coll_date,assembly,period,rep_type_clean,mobtyper_cluster,fusion_status,total_species_st,species_st_clean,plasmid,flanker_window_cluster,flanker_window,flanker_cluster
CPO337,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2020,22/4/2020,hybrid,2016-2020,IncHI2A (AA739 AJ058),AA739_AJ058,non_fusion,36,Enterobacter hormaechei 93,IncHI2_CPO017,4000_4,4000,4
CPO337,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2020,22/4/2020,hybrid,2016-2020,IncHI2A (AA739 AJ058),AA739_AJ058,non_fusion,36,Enterobacter hormaechei 93,IncHI2_CPO017,4500_1,4500,1
CPO337,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2020,22/4/2020,hybrid,2016-2020,IncHI2A (AA739 AJ058),AA739_AJ058,non_fusion,36,Enterobacter hormaechei 93,IncHI2_CPO017,500_0,500,0
CPO337,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2020,22/4/2020,hybrid,2016-2020,IncHI2A (AA739 AJ058),AA739_AJ058,non_fusion,36,Enterobacter hormaechei 93,IncHI2_CPO017,5000_2,5000,2
CPO338,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,24/4/2020,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_CPO019,NA,NA,NA
CPO344,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,3/5/2020,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,NA,NA,NA
CPO347,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2020,16/5/2020,illumina,2016-2020,IncC (AA860 AJ266),NA,NA,47,Serratia marcescens 1,IncAC_CPO185,NA,NA,NA
CPO353,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,31/5/2020,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_CPO019,NA,NA,NA
CPO355,Escherichia coli,38,Escherichia coli 38,Escherichia coli,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,0_0,0,0
CPO355,Escherichia coli,38,Escherichia coli 38,Escherichia coli,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,1000_0,1000,0
CPO355,Escherichia coli,38,Escherichia coli 38,Escherichia coli,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,1500_2,1500,2
CPO355,Escherichia coli,38,Escherichia coli 38,Escherichia coli,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,2000_2,2000,2
CPO355,Escherichia coli,38,Escherichia coli 38,Escherichia coli,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,2500_3,2500,3
CPO355,Escherichia coli,38,Escherichia coli 38,Escherichia coli,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,3000_4,3000,4
CPO355,Escherichia coli,38,Escherichia coli 38,Escherichia coli,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,3500_2,3500,2
CPO355,Escherichia coli,38,Escherichia coli 38,Escherichia coli,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,4000_3,4000,3
CPO355,Escherichia coli,38,Escherichia coli 38,Escherichia coli,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,4500_3,4500,3
CPO355,Escherichia coli,38,Escherichia coli 38,Escherichia coli,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,500_0,500,0
CPO355,Escherichia coli,38,Escherichia coli 38,Escherichia coli,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,5000_6,5000,6
CPO356,Klebsiella pneumoniae,873,Klebsiella pneumoniae 873,Klebsiella pneumoniae complex,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,0_0,0,0
CPO356,Klebsiella pneumoniae,873,Klebsiella pneumoniae 873,Klebsiella pneumoniae complex,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,1000_0,1000,0
CPO356,Klebsiella pneumoniae,873,Klebsiella pneumoniae 873,Klebsiella pneumoniae complex,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,1500_2,1500,2
CPO356,Klebsiella pneumoniae,873,Klebsiella pneumoniae 873,Klebsiella pneumoniae complex,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,2000_2,2000,2
CPO356,Klebsiella pneumoniae,873,Klebsiella pneumoniae 873,Klebsiella pneumoniae complex,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,2500_3,2500,3
CPO356,Klebsiella pneumoniae,873,Klebsiella pneumoniae 873,Klebsiella pneumoniae complex,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,3000_4,3000,4
CPO356,Klebsiella pneumoniae,873,Klebsiella pneumoniae 873,Klebsiella pneumoniae complex,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,3500_2,3500,2
CPO356,Klebsiella pneumoniae,873,Klebsiella pneumoniae 873,Klebsiella pneumoniae complex,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,4000_3,4000,3
CPO356,Klebsiella pneumoniae,873,Klebsiella pneumoniae 873,Klebsiella pneumoniae complex,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,4500_3,4500,3
CPO356,Klebsiella pneumoniae,873,Klebsiella pneumoniae 873,Klebsiella pneumoniae complex,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,500_0,500,0
CPO356,Klebsiella pneumoniae,873,Klebsiella pneumoniae 873,Klebsiella pneumoniae complex,2020,28/5/2020,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,5000_6,5000,6
CPO360,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,4/6/2020,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_CPO019,NA,NA,NA
CPO361,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,4/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,0_0,0,0
CPO361,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,4/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,1000_0,1000,0
CPO361,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,4/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,1500_0,1500,0
CPO361,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,4/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,2000_0,2000,0
CPO361,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,4/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,2500_0,2500,0
CPO361,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,4/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,3000_0,3000,0
CPO361,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,4/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,3500_4,3500,4
CPO361,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,4/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,4000_4,4000,4
CPO361,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,4/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,4500_1,4500,1
CPO361,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,4/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,500_0,500,0
CPO361,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,4/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,5000_2,5000,2
CPO362,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,6/6/2020,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_CPO019,NA,NA,NA
CPO365,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,11/6/2020,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_CPO019,NA,NA,NA
CPO367,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,15/6/2020,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_CPO019,NA,NA,NA
CPO368,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,17/6/2020,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_CPO019,NA,NA,NA
CPO369,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,18/6/2020,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_CPO019,NA,NA,NA
CPO370,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,25/6/2020,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,NA,NA,NA
CPO371,Citrobacter freundii,492,Citrobacter freundii 492,Citrobacter spp.,2020,18/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,1,Citrobacter spp. - Other STs,IncHI2_CPO118,0_0,0,0
CPO371,Citrobacter freundii,492,Citrobacter freundii 492,Citrobacter spp.,2020,18/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,1,Citrobacter spp. - Other STs,IncHI2_CPO118,1000_0,1000,0
CPO371,Citrobacter freundii,492,Citrobacter freundii 492,Citrobacter spp.,2020,18/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,1,Citrobacter spp. - Other STs,IncHI2_CPO118,1500_0,1500,0
CPO371,Citrobacter freundii,492,Citrobacter freundii 492,Citrobacter spp.,2020,18/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,1,Citrobacter spp. - Other STs,IncHI2_CPO118,2000_0,2000,0
CPO371,Citrobacter freundii,492,Citrobacter freundii 492,Citrobacter spp.,2020,18/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,1,Citrobacter spp. - Other STs,IncHI2_CPO118,2500_0,2500,0
CPO371,Citrobacter freundii,492,Citrobacter freundii 492,Citrobacter spp.,2020,18/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,1,Citrobacter spp. - Other STs,IncHI2_CPO118,3000_0,3000,0
CPO371,Citrobacter freundii,492,Citrobacter freundii 492,Citrobacter spp.,2020,18/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,1,Citrobacter spp. - Other STs,IncHI2_CPO118,3500_4,3500,4
CPO371,Citrobacter freundii,492,Citrobacter freundii 492,Citrobacter spp.,2020,18/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,1,Citrobacter spp. - Other STs,IncHI2_CPO118,4000_15,4000,15
CPO371,Citrobacter freundii,492,Citrobacter freundii 492,Citrobacter spp.,2020,18/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,1,Citrobacter spp. - Other STs,IncHI2_CPO118,4500_8,4500,8
CPO371,Citrobacter freundii,492,Citrobacter freundii 492,Citrobacter spp.,2020,18/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,1,Citrobacter spp. - Other STs,IncHI2_CPO118,500_0,500,0
CPO371,Citrobacter freundii,492,Citrobacter freundii 492,Citrobacter spp.,2020,18/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,1,Citrobacter spp. - Other STs,IncHI2_CPO118,5000_19,5000,19
CPO373,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2020,11/3/2020,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,0_0,0,0
CPO373,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2020,11/3/2020,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,1000_0,1000,0
CPO373,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2020,11/3/2020,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,1500_1,1500,1
CPO373,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2020,11/3/2020,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,2000_1,2000,1
CPO373,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2020,11/3/2020,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,2500_1,2500,1
CPO373,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2020,11/3/2020,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,3000_1,3000,1
CPO373,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2020,11/3/2020,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,3500_0,3500,0
CPO373,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2020,11/3/2020,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,4000_1,4000,1
CPO373,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2020,11/3/2020,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,4500_5,4500,5
CPO373,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2020,11/3/2020,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,500_0,500,0
CPO373,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2020,11/3/2020,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,5000_1,5000,1
CPO377,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2020,11/3/2020,illumina,2016-2020,IncC (AA860 AJ266),NA,NA,47,Serratia marcescens 1,IncAC_CPO185,NA,NA,NA
CPO382,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2020,11/3/2020,illumina,2016-2020,IncC (AA860 AJ266),NA,NA,47,Serratia marcescens 1,IncAC_CPO132,NA,NA,NA
CPO385,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,23/6/2020,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_CPO019,NA,NA,NA
CPO386,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,29/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,0_0,0,0
CPO386,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,29/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,1000_0,1000,0
CPO386,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,29/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,1500_0,1500,0
CPO386,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,29/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,2000_0,2000,0
CPO386,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,29/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,2500_0,2500,0
CPO386,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,29/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,3000_0,3000,0
CPO386,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,29/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,3500_4,3500,4
CPO386,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,29/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,4000_18,4000,18
CPO386,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,29/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,4500_22,4500,22
CPO386,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,29/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,500_0,500,0
CPO386,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,29/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_CPO118,5000_9,5000,9
CPO389,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,5/7/2020,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_CPO019,NA,NA,NA
CPO395,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,23/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,0_0,0,0
CPO395,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,23/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,1000_0,1000,0
CPO395,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,23/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,1500_0,1500,0
CPO395,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,23/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,2000_0,2000,0
CPO395,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,23/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,2500_0,2500,0
CPO395,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,23/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,3000_0,3000,0
CPO395,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,23/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,3500_4,3500,4
CPO395,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,23/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,4000_4,4000,4
CPO395,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,23/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,4500_1,4500,1
CPO395,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,23/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,500_0,500,0
CPO395,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2020,23/6/2020,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,5000_2,5000,2
CPO397,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2017,22/2/2017,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO397,0_0,0,0
CPO397,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2017,22/2/2017,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO397,1000_0,1000,0
CPO397,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2017,22/2/2017,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO397,1500_1,1500,1
CPO397,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2017,22/2/2017,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO397,2000_1,2000,1
CPO397,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2017,22/2/2017,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO397,2500_1,2500,1
CPO397,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2017,22/2/2017,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO397,3000_1,3000,1
CPO397,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2017,22/2/2017,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO397,3500_0,3500,0
CPO397,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2017,22/2/2017,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO397,4000_1,4000,1
CPO397,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2017,22/2/2017,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO397,4500_5,4500,5
CPO397,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2017,22/2/2017,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO397,500_0,500,0
CPO397,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2017,22/2/2017,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO397,5000_1,5000,1
CPO399,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2017,28/2/2017,hybrid,2016-2020,IncHI2A (AA739 AJ058),AA739_AJ058,non_fusion,36,Enterobacter hormaechei 93,IncHI2_CPO017,0_0,0,0
